K1,K5,C11,C12,C44,direzione,q_x,q_y,q_z,e1,e2,e3,L_coeff1,L_coeff2,L_coeff3,cmp_T_L
0.2,0.55,3.99993,-1.49997,1.49997,110,0.707107,0.707107,0,1.49997,2.74995,2.74995,0,0.707107,0.707107,m
0.2,0.55,3.99993,-1.49997,1.49997,111,0.57735,0.57735,0.57735,2.33329,2.33329,2.33329,0.57735,0.57735,0.57735,=
0.2,0.6,4.19993,-1.59997,1.59997,100,1,0,0,1.59997,1.59997,4.19993,0,0,1,n
0.2,0.6,4.19993,-1.59997,1.59997,110,0.707107,0.707107,0,1.59997,2.89995,2.89995,0,0.707107,0.707107,m
0.2,0.6,4.19993,-1.59997,1.59997,111,0.57735,0.57735,0.57735,2.46662,2.46662,2.46662,0.57735,0.57735,0.57735,=
0.2,0.65,4.39992,-1.69997,1.69997,100,1,0,0,1.69997,1.69997,4.39992,0,0,1,n
0.2,0.65,4.39992,-1.69997,1.69997,110,0.707107,0.707107,0,1.69997,3.04994,3.04994,0,0.707107,0.707107,m
0.2,0.65,4.39992,-1.69997,1.69997,111,0.57735,0.57735,0.57735,2.59995,2.59995,2.59995,0.57735,0.57735,0.57735,=
0.2,0.7,4.59992,-1.79997,1.79997,100,1,0,0,1.79997,1.79997,4.59992,0,0,1,n
0.2,0.7,4.59992,-1.79997,1.79997,110,0.707107,0.707107,0,1.79997,3.19994,3.19994,0,0.707107,0.707107,m
0.2,0.7,4.59992,-1.79997,1.79997,111,0.57735,0.57735,0.57735,2.73329,2.73329,2.73329,0.57735,0.57735,0.57735,=
0.25,0,1.99996,-0.499991,0.499991,100,1,0,0,0.499991,0.499991,1.99996,0,0,1,n
0.25,0,1.99996,-0.499991,0.499991,110,0.707107,0.707107,0,0.499991,1.24998,1.24998,0,0.707107,0.707107,m
0.25,0,1.99996,-0.499991,0.499991,111,0.57735,0.57735,0.57735,0.999981,0.999981,0.999981,0.57735,0.57735,0.57735,=
0.25,0.05,2.19996,-0.599989,0.599989,100,1,0,0,0.599989,0.599989,2.19996,0,0,1,n
0.25,0.05,2.19996,-0.599989,0.599989,110,0.707107,0.707107,0,0.599989,1.39997,1.39997,0,0.707107,0.707107,m
0.25,0.05,2.19996,-0.599989,0.599989,111,0.57735,0.57735,0.57735,1.13331,1.13331,1.13331,0.57735,0.57735,0.57735,=
0.25,0.1,2.39996,-0.699988,0.699988,100,1,0,0,0.699988,0.699988,2.39996,0,0,1,n
0.25,0.1,2.39996,-0.699988,0.699988,110,0.707107,0.707107,0,0.699988,1.54997,1.54997,0,0.707107,0.707107,m
0.25,0.1,2.39996,-0.699988,0.699988,111,0.57735,0.57735,0.57735,1.26665,1.26665,1.26665,0.57735,0.57735,0.57735,=
0.25,0.15,2.59995,-0.799986,0.799986,100,1,0,0,0.799986,0.799986,2.59995,0,0,1,n
0.25,0.15,2.59995,-0.799986,0.799986,110,0.707107,0.707107,0,0.799986,1.69997,1.69997,0,0.707107,0.707107,m
0.25,0.15,2.59995,-0.799986,0.799986,111,0.57735,0.57735,0.57735,1.39997,1.39997,1.39997,0.57735,0.57735,0.57735,=
0.25,0.2,2.79995,-0.899984,0.899984,100,1,0,0,0.899984,0.899984,2.79995,0,0,1,n
0.25,0.2,2.79995,-0.899984,0.899984,110,0.707107,0.707107,0,0.899984,1.84997,1.84997,0,0.707107,0.707107,m
0.25,0.2,2.79995,-0.899984,0.899984,111,0.57735,0.57735,0.57735,1.53331,1.53331,1.53331,0.57735,0.57735,0.57735,=
0.25,0.25,2.99995,-0.999982,0.999982,100,1,0,0,0.999982,0.999982,2.99995,0,0,1,n
0.25,0.25,2.99995,-0.999982,0.999982,110,0.707107,0.707107,0,0.999982,1.99997,1.99997,0,0.707107,0.707107,m
0.25,0.25,2.99995,-0.999982,0.999982,111,0.57735,0.57735,0.57735,1.66664,1.66664,1.66664,0.57735,0.57735,0.57735,=
0.25,0.3,3.19994,-1.09998,1.09998,100,1,0,0,1.09998,1.09998,3.19994,0,0,1,n
0.25,0.3,3.19994,-1.09998,1.09998,110,0.707107,0.707107,0,1.09998,2.14996,2.14996,0,0.707107,0.707107,m
0.25,0.3,3.19994,-1.09998,1.09998,111,0.57735,0.57735,0.57735,1.79997,1.79997,1.79997,0.57735,0.57735,0.57735,=
0.25,0.35,3.39994,-1.19998,1.19998,100,1,0,0,1.19998,1.19998,3.39994,0,0,1,n
0.25,0.35,3.39994,-1.19998,1.19998,110,0.707107,0.707107,0,1.19998,2.29996,2.29996,0,0.707107,0.707107,m
0.25,0.35,3.39994,-1.19998,1.19998,111,0.57735,0.57735,0.57735,1.9333,1.9333,1.9333,0.57735,0.57735,0.57735,=
0.25,0.4,3.59994,-1.29998,1.29998,100,1,0,0,1.29998,1.29998,3.59994,0,0,1,n
0.25,0.4,3.59994,-1.29998,1.29998,110,0.707107,0.707107,0,1.29998,2.44996,2.44996,0,0.707107,0.707107,m
0.25,0.4,3.59994,-1.29998,1.29998,111,0.57735,0.57735,0.57735,2.06663,2.06663,2.06663,0.57735,0.57735,0.57735,=
0.25,0.45,3.79993,-1.39998,1.39998,100,1,0,0,1.39998,1.39998,3.79993,0,0,1,n
0.25,0.45,3.79993,-1.39998,1.39998,110,0.707107,0.707107,0,1.39998,2.59995,2.59995,0,0.707107,0.707107,m
0.25,0.45,3.79993,-1.39998,1.39998,111,0.57735,0.57735,0.57735,2.19996,2.19996,2.19996,0.57735,0.57735,0.57735,=
0.25,0.5,3.99993,-1.49997,1.49997,100,1,0,0,1.49997,1.49997,3.99993,0,0,1,n
0.25,0.5,3.99993,-1.49997,1.49997,110,0.707107,0.707107,0,1.49997,2.74995,2.74995,0,0.707107,0.707107,m
0.25,0.5,3.99993,-1.49997,1.49997,111,0.57735,0.57735,0.57735,2.33329,2.33329,2.33329,0.57735,0.57735,0.57735,=
0.25,0.55,4.19993,-1.59997,1.59997,100,1,0,0,1.59997,1.59997,4.19993,0,0,1,n
0.25,0.55,4.19993,-1.59997,1.59997,110,0.707107,0.707107,0,1.59997,2.89995,2.89995,0,0.707107,0.707107,m
0.25,0.55,4.19993,-1.59997,1.59997,111,0.57735,0.57735,0.57735,2.46662,2.46662,2.46662,0.57735,0.57735,0.57735,=
0.25,0.6,4.39992,-1.69997,1.69997,100,1,0,0,1.69997,1.69997,4.39992,0,0,1,n
0.25,0.6,4.39992,-1.69997,1.69997,110,0.707107,0.707107,0,1.69997,3.04994,3.04994,0,0.707107,0.707107,m
0.25,0.6,4.39992,-1.69997,1.69997,111,0.57735,0.57735,0.57735,2.59995,2.59995,2.59995,0.57735,0.57735,0.57735,=
0.25,0.65,4.59992,-1.79997,1.79997,100,1,0,0,1.79997,1.79997,4.59992,0,0,1,n
0.25,0.65,4.59992,-1.79997,1.79997,110,0.707107,0.707107,0,1.79997,3.19994,3.19994,0,0.707107,0.707107,m
0.25,0.65,4.59992,-1.79997,1.79997,111,0.57735,0.57735,0.57735,2.73329,2.73329,2.73329,0.57735,0.57735,0.57735,=
0.25,0.7,4.79992,-1.89997,1.89997,100,1,0,0,1.89997,1.89997,4.79992,0,0,1,n
0.25,0.7,4.79992,-1.89997,1.89997,110,0.707107,0.707107,0,1.89997,3.34994,3.34994,0,0.707107,0.707107,m
0.25,0.7,4.79992,-1.89997,1.89997,111,0.57735,0.57735,0.57735,2.86662,2.86662,2.86662,0.57735,0.57735,0.57735,=
